,eidx,aidx,pattern,phrase,TQBAFc_level,TQBAFc_base_score,TQBAFc_class,TQBAFc_strength,TQBAFc'_base_score,TQBAFc'_class,TQBAFc'_strength,BQBAFc_level,BQBAFc_base_score,BQBAFc_class,BQBAFc_strength,BQBAFc'_base_score,BQBAFc'_class,BQBAFc'_strength
2207,142,12,"[['SPACY:POS-ADV'], ['SENTIMENT:neg']]",n't tarnish,2,0.13170745798638936,Negative,0.13170745798638936,0.13170745798638936,Negative,0.13170745798638936,1,0.13170745798638936,Negative,0.18770743796144596,0.13170745798638936,Negative,0.18770743796144596
2208,142,20,"[['LEMMA:cheap', 'SENTIMENT:neg']]",cheap,2,1.3133128569327925,Negative,1.4309170086971505,1.3133128569327925,Negative,1.4309170086971505,2,1.3133128569327925,Negative,1.369312836907849,1.3133128569327925,Negative,1.369312836907849
2209,142,23,"[['LEMMA:be'], ['SENTIMENT:pos']]",is adorable,2,0.10900968974043718,Positive,0.10900968974043718,0.10900968974043718,Positive,0.10900968974043718,1,0.10900968974043718,Positive,0.3871566178590422,0.10900968974043718,Positive,0.3871566178590422
2210,142,30,"[['SENTIMENT:neg'], ['SPACY:POS-ADV']]",tarnish too,2,0.027870048916449987,Negative,0.027870048916449987,0.027870048916449987,Negative,0.027870048916449987,1,0.027870048916449987,Negative,0.08387002889150659,0.027870048916449987,Negative,0.08387002889150659
2211,142,33,"[['LEMMA:the'], ['LEMMA:be'], ['SENTIMENT:neg']]",the is cheap,3,0.28138908734202217,Negative,0.28138908734202217,0.28138908734202217,Negative,0.28138908734202217,1,0.28138908734202217,Negative,0.3740383636570227,0.28138908734202217,Negative,0.3740383636570227
2212,142,35,"[['LEMMA:do'], ['LEMMA:not']]",does n't,2,0.054663971259084176,Positive,0.054663971259084176,0.054663971259084176,Positive,0.054663971259084176,1,0.054663971259084176,Positive,-0.10323254945952998,-0.054663971259084176,Negative,0.10323254945952998
2213,142,37,"[['SENTIMENT:neg'], ['LEMMA:and']]",cheap and,2,0.2392058873305867,Negative,0.2374935171664592,0.2392058873305867,Negative,0.2374935171664592,2,0.2392058873305867,Negative,0.2952058673056433,0.2392058873305867,Negative,0.2952058673056433
2214,142,48,"[['LEMMA:not'], ['SPACY:POS-ADV']]",n't too,2,0.41161611380366964,Positive,0.41161611380366964,0.41161611380366964,Positive,0.41161611380366964,1,0.41161611380366964,Positive,-0.2510969211271022,-0.41161611380366964,Negative,0.2510969211271022
2215,142,49,"[['LEMMA:be'], ['SENTIMENT:neg'], ['LEMMA:and']]",is cheap and,3,0.003424740328255035,Positive,0.003424740328255035,0.003424740328255035,Positive,0.003424740328255035,1,0.003424740328255035,Positive,-0.3844304032923888,-0.003424740328255035,Negative,0.3844304032923888
2216,142,54,"[['SPACY:POS-ADV'], ['SENTIMENT:pos']]",just charm,2,0.5688168340626688,Positive,0.5688168340626688,0.5688168340626688,Positive,0.5688168340626688,1,0.5688168340626688,Positive,0.8469637621812738,0.5688168340626688,Positive,0.8469637621812738
2217,142,72,"[['LEMMA:be'], ['LEMMA:cheap', 'SENTIMENT:neg']]",is cheap,3,0.23520830352871594,Negative,0.23520830352871594,0.23520830352871594,Negative,0.23520830352871594,1,0.23520830352871594,Negative,1.6971704167515655,0.23520830352871594,Negative,1.6971704167515655
2218,142,73,"[['SPACY:POS-ADV'], ['LEMMA:the']]",just the,1,0.301796064853113,Negative,0.301796064853113,0.301796064853113,Negative,0.301796064853113,1,0.301796064853113,Negative,0.301796064853113,0.301796064853113,Negative,0.301796064853113
2219,142,88,[['HYPERNYM:move.v.02']],turned,1,0.014178450678907228,Negative,0.014178450678907228,0.014178450678907228,Negative,0.014178450678907228,1,0.014178450678907228,Negative,0.014178450678907228,0.014178450678907228,Negative,0.014178450678907228
2220,142,89,[['LEMMA:but']],but,1,0.1235078268291778,Positive,-0.38302131558218644,-0.1235078268291778,Negative,0.38302131558218644,2,0.1235078268291778,Positive,0.1235078268291778,0.1235078268291778,Positive,0.1235078268291778
2221,142,91,"[['SPACY:POS-ADV'], ['SPACY:POS-ADV']]",n't too,1,0.5048165142121577,Negative,0.2990084573103229,0.5048165142121577,Negative,0.2990084573103229,2,0.5048165142121577,Negative,0.5048165142121577,0.5048165142121577,Negative,0.5048165142121577
2222,142,93,"[['LEMMA:the'], ['SENTIMENT:neg']]",the cheap,2,0.20388238038109446,Negative,0.20388238038109446,0.20388238038109446,Negative,0.20388238038109446,1,0.20388238038109446,Negative,0.2598823603561511,0.20388238038109446,Negative,0.2598823603561511
2223,142,97,"[['SENTIMENT:pos'], ['LEMMA:but']]",adorable but,2,1.0130582848227285,Negative,1.0130582848227285,1.0130582848227285,Negative,1.0130582848227285,1,1.0130582848227285,Negative,0.6114035298749457,1.0130582848227285,Negative,0.6114035298749457
2364,153,2,[['LEMMA:not']],Not,1,0.3157930414372283,Negative,1.4356820602742721,0.3157930414372283,Negative,1.4356820602742721,3,0.3157930414372283,Negative,0.3157930414372283,0.3157930414372283,Negative,0.3157930414372283
2365,153,3,"[['SENTIMENT:pos'], ['LEMMA:and']]",good and,2,0.39357131772745946,Positive,0.5929619573821249,0.39357131772745946,Positive,0.5929619573821249,2,0.39357131772745946,Positive,0.532644781786762,0.39357131772745946,Positive,0.532644781786762
2366,153,4,[['SENTIMENT:neg']],hard,1,0.33599987985033963,Negative,1.1029880120810884,0.33599987985033963,Negative,1.1029880120810884,3,0.33599987985033963,Negative,0.33599987985033963,0.33599987985033963,Negative,0.33599987985033963
2367,153,7,"[['SENTIMENT:pos'], ['SENTIMENT:pos']]",good good,2,0.11881763471109229,Positive,0.22662907254601922,0.11881763471109229,Positive,0.22662907254601922,2,0.11881763471109229,Positive,0.2578910987703948,0.11881763471109229,Positive,0.2578910987703948
2368,153,8,"[['LEMMA:be'], ['SENTIMENT:neg']]",are hard,2,0.221947848969945,Negative,0.5016245661478397,0.221947848969945,Negative,0.5016245661478397,2,0.221947848969945,Negative,0.3339478089200582,0.221947848969945,Negative,0.3339478089200582
2369,153,9,[['HYPERNYM:not.r.01']],Not,2,0.21949070773035015,Negative,0.7227293019029617,0.21949070773035015,Negative,0.7227293019029617,2,0.21949070773035015,Negative,0.3247550548760929,0.21949070773035015,Negative,0.3247550548760929
2370,153,10,"[['LEMMA:not'], ['SENTIMENT:pos']]",Not good,3,1.205935547671834,Negative,1.205935547671834,1.205935547671834,Negative,1.205935547671834,1,1.205935547671834,Negative,0.9572547457565912,1.205935547671834,Negative,0.9572547457565912
2371,153,11,[['SENTIMENT:pos']],good,1,0.8344407843558151,Positive,3.206051476573236,0.8344407843558151,Positive,3.206051476573236,3,0.8344407843558151,Positive,0.8344407843558151,0.8344407843558151,Positive,0.8344407843558151
2372,153,23,"[['LEMMA:be'], ['SENTIMENT:pos']]",is good,2,0.10900968974043718,Positive,0.30840032939510253,0.10900968974043718,Positive,0.30840032939510253,2,0.10900968974043718,Positive,0.2480831537997397,0.10900968974043718,Positive,0.2480831537997397
2373,153,24,"[['LEMMA:be'], ['SENTIMENT:pos'], ['LEMMA:and']]",is good and,3,0.39878127930933077,Positive,0.39878127930933077,0.39878127930933077,Positive,0.39878127930933077,1,0.39878127930933077,Positive,1.1795092148958324,0.39878127930933077,Positive,1.1795092148958324
2374,153,26,"[['SENTIMENT:pos', 'SPACY:POS-ADV']]",better,2,0.3438158294550501,Positive,0.3438158294550501,0.3438158294550501,Positive,0.3438158294550501,1,0.3438158294550501,Positive,0.4828892935143526,0.3438158294550501,Positive,0.4828892935143526
2375,153,30,"[['SENTIMENT:neg'], ['SPACY:POS-ADV']]",undone every,2,0.027870048916449987,Negative,0.027870048916449987,0.027870048916449987,Negative,0.027870048916449987,1,0.027870048916449987,Negative,0.1398700088665632,0.027870048916449987,Negative,0.1398700088665632
2376,153,31,"[['LEMMA:at'], ['HYPERNYM:wholly.r.01']]",at all,2,1.206277986684252,Negative,1.206277986684252,1.206277986684252,Negative,1.206277986684252,1,1.206277986684252,Negative,1.4586862437903307,1.206277986684252,Negative,1.4586862437903307
2377,153,32,[['LEMMA:good']],good,2,0.8261430053774454,Positive,0.8261430053774454,0.8261430053774454,Positive,0.8261430053774454,1,0.8261430053774454,Positive,0.965216469436748,0.8261430053774454,Positive,0.965216469436748
2378,153,33,"[['LEMMA:the'], ['LEMMA:be'], ['SENTIMENT:neg']]",the are hard,3,0.28138908734202217,Negative,0.28138908734202217,0.28138908734202217,Negative,0.28138908734202217,1,0.28138908734202217,Negative,0.4483629918020513,0.28138908734202217,Negative,0.4483629918020513
2379,153,37,"[['SENTIMENT:neg'], ['LEMMA:and']]",crappy and,2,0.2392058873305867,Negative,0.2374935171664592,0.2392058873305867,Negative,0.2374935171664592,2,0.2392058873305867,Negative,0.3512058472806999,0.2392058873305867,Negative,0.3512058472806999
2380,153,48,"[['LEMMA:not'], ['SPACY:POS-ADV']]",Not not,2,0.41161611380366964,Positive,0.41161611380366964,0.41161611380366964,Positive,0.41161611380366964,1,0.41161611380366964,Positive,0.05394350955184801,0.41161611380366964,Positive,0.05394350955184801
2381,153,49,"[['LEMMA:be'], ['SENTIMENT:neg'], ['LEMMA:and']]",is crappy and,3,0.003424740328255035,Positive,0.003424740328255035,0.003424740328255035,Positive,0.003424740328255035,1,0.003424740328255035,Positive,-0.514755011412474,-0.003424740328255035,Negative,0.514755011412474
2382,153,53,"[['SPACY:POS-ADV'], ['SENTIMENT:pos'], ['SENTIMENT:pos']]",Not good good,3,0.21562287566985386,Positive,0.21562287566985386,0.21562287566985386,Positive,0.21562287566985386,1,0.21562287566985386,Positive,0.8274591235012343,0.21562287566985386,Positive,0.8274591235012343
2383,153,54,"[['SPACY:POS-ADV'], ['SENTIMENT:pos']]",Not good,2,0.5688168340626688,Positive,0.07366049806167874,0.5688168340626688,Positive,0.07366049806167874,2,0.5688168340626688,Positive,0.7078902981219714,0.5688168340626688,Positive,0.7078902981219714
2384,153,73,"[['SPACY:POS-ADV'], ['LEMMA:the']]",too the,1,0.301796064853113,Negative,0.301796064853113,0.301796064853113,Negative,0.301796064853113,1,0.301796064853113,Negative,0.301796064853113,0.301796064853113,Negative,0.301796064853113
2385,153,75,"[['LEMMA:be'], ['SPACY:POS-ADV']]",is every,1,0.5772941810617407,Negative,0.976688358349037,0.5772941810617407,Negative,0.976688358349037,2,0.5772941810617407,Negative,0.5772941810617407,0.5772941810617407,Negative,0.5772941810617407
2386,153,91,"[['SPACY:POS-ADV'], ['SPACY:POS-ADV']]",too far,1,0.5048165142121577,Negative,1.5052864439945748,0.5048165142121577,Negative,1.5052864439945748,2,0.5048165142121577,Negative,0.5048165142121577,0.5048165142121577,Negative,0.5048165142121577
2387,153,94,"[['HYPERNYM:not.r.01'], ['LEMMA:at']]",not at,3,0.5032385941726115,Negative,0.5032385941726115,0.5032385941726115,Negative,0.5032385941726115,1,0.5032385941726115,Negative,0.8279936490487044,0.5032385941726115,Negative,0.8279936490487044
2388,153,99,"[['LEMMA:the'], ['LEMMA:be'], ['SPACY:POS-ADV']]",The is quickly,2,0.3993941772872963,Negative,0.3993941772872963,0.3993941772872963,Negative,0.3993941772872963,1,0.3993941772872963,Negative,0.976688358349037,0.3993941772872963,Negative,0.976688358349037
2917,190,2,[['LEMMA:not']],n't,1,0.3157930414372283,Negative,2.404989221615098,0.3157930414372283,Negative,2.4049892216150974,3,0.3157930414372283,Negative,0.3157930414372283,0.3157930414372283,Negative,0.3157930414372283
2918,190,48,"[['LEMMA:not'], ['SPACY:POS-ADV']]",n't even,2,0.41161611380366964,Positive,-0.9150503826604592,-0.41161611380366964,Negative,0.9150503826604592,2,0.41161611380366964,Positive,-0.19846474755423077,-0.41161611380366964,Negative,0.19846474755423077
2919,190,56,"[['LEMMA:would'], ['LEMMA:not']]",would n't,2,0.6777867583854134,Negative,0.6777867583854134,0.6777867583854134,Negative,0.6777867583854134,1,0.6777867583854134,Negative,0.7830511055311561,0.6777867583854134,Negative,0.7830511055311561
2920,190,59,"[['LEMMA:not'], ['LEMMA:fit']]",n't fit,2,0.9538842304622266,Negative,0.9538842304622266,0.9538842304622266,Negative,0.9538842304622266,1,0.9538842304622266,Negative,1.0591485776079694,0.9538842304622266,Negative,1.0591485776079694
2921,190,84,"[['LEMMA:not'], ['LEMMA:even']]",n't even,3,1.3266664964641288,Negative,1.3266664964641288,1.3266664964641288,Negative,1.3266664964641288,1,1.3266664964641288,Negative,1.5251312440183595,1.3266664964641288,Negative,1.5251312440183595
2922,190,89,[['LEMMA:but']],but,1,0.1235078268291778,Positive,0.1235078268291778,0.1235078268291778,Positive,0.1235078268291778,1,0.1235078268291778,Positive,0.1235078268291778,0.1235078268291778,Positive,0.1235078268291778
